elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores
have you got a few minutes,all your favorite drama history,98a12ce9-9a4e-43dc-aad1-7c1948261e9e,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name         history",['history'],1,No match,0.048160769045352936
I was just wondering about you and your bingo. Did you have a chance to do any in the past week?,yes i play bingo,98a7e49d-2a26-46ff-ad43-e5c456e43370,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    bingo",['bingo'],1,Match,0.9922606348991394
How can I help you?,i just got to go get my hair fixed,98a8296f-5ed2-4540-be71-87664c63c3cb,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9772665500640869
"Where did you end up going <say-as interpret-as=""name"">Rosemary</say-as>?",oh i went to a picnic for seniors,98b0cdde-42e7-402f-999d-dc770e296cf0,"  memory_name entity   value
1       place   name  picnic",['picnic'],1,Match,0.977251410484314
How can I help you?,oh you know what was honey i got to get you to sign the paper for me,98b23ad9-8fdc-4882-b008-152f5ca52143,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.4220777451992035
"What can I do for you, <say-as interpret-as=""name"">Jeanne</say-as>?",nothing i'm listening to a movie,98b949fe-7104-4b12-badf-7d1e9b1518c6,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9770697355270386
How can I help you?,i was golfing,98c4d4cd-2677-4980-862a-a71574085dd9,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name               golf",['golf'],1,Match,0.9876454472541809
How can I help you?,but we got some difficult news yesterday lisa went to the hospital cuz she was in a lot of pain and they found out that she has like a lesion in her uterus that's like $0.02 to send them and so she's scheduled an appointment with an obgyn to take a look at next steps i've got to do a biopsy and they need to do surgery but i guess they're going to do i'm not sure what's happening but i think they're going to try and do the biopsy first,98c54404-3e01-441f-b8b8-b43bc36b0ee1,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,No match,0.043979037553071976
"I’m all ears, how can I help?",i want you to meet my son,98ca3798-bb61-475a-9fc2-04b055027c69,"    memory_name entity value
0  relationship   type   son",['son'],1,Match,0.7395832538604736
Wanna spend some time together?,not now i'm going for a walk,98e74c30-fe6f-449b-b808-e25d43e3fb04,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9950632452964783
"So, tell me all about your week. What was the one thing that made you laugh out loud this week?",can we do it later i'm watching the news,98f80503-3acc-4494-831f-feacfc03d9eb,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9788728952407837
Do you have anything planned for tomorrow?,physical therapy at 2:30,990eb8f0-76cf-47cb-903d-b8c10859818a,"  memory_name entity     value
1    activity   type  activity
2    activity   name   therapy",['therapy'],1,Match,0.9345852136611938
"Just checking in, how are you feeling this morning?",great we just did 3 mile walk,991036d5-64eb-40db-900a-89e4119e9296,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            walking",['walking'],1,Match,0.9665341377258301
Is it a secret rendezvous? Joking. Are you meeting anyone?,no just going to work,9924db0a-283e-47cd-9d6f-b43088dfae16,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9868274927139282
How can I help you?,my son,992e6744-030d-4af6-a0ae-c12f5d6c0def,"    memory_name entity   value
0  relationship   type  my son",['my son'],1,No match,0.1843971312046051
Do you play any instruments? or maybe sing?,i love to sing,993877d5-baaf-4696-adc8-38bc94f9684d,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  singing",['singing'],1,Match,0.9820517897605896
"So, here's a question. What was one thing that made you smile this week?",i just came from a meeting now and we were discussing a book and it was very very beautiful,994f5803-787b-4242-8599-1a922f91e702,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.7572547793388367
How can I help you?,i'm leaving to go to the grocery store,9957f8f2-49aa-4f35-a894-6686333e87b0,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9884358644485474
How can I help you?,thank you cousin,9959be0a-9f97-4895-9ff9-a4de11ff39ed,"    memory_name entity   value
0  relationship   type  cousin",['cousin'],1,Match,0.7923883199691772
"We can weather the storm, so to speak, by doing fun activities together, or, if you need a hand, we could call one of our contacts. Is there someone you want to reach out to?",well my sister is coming to pick me up to go get my hair done,9962caa7-6184-4bcb-9a2f-39dfae87d474,"    memory_name  entity   value
0  relationship    type  sister
2         place  people  sister",['sister'],1,Match,0.7190377712249756
"If you don't mind me asking, why haven't you done it?",i was in the hospital,9971df49-2b01-428b-9a72-395fe7194a00,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9804695248603821
How can I help you?,my hobby is music,9976a837-4867-44a3-bfa3-68c3bce337ae,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    music",['music'],1,Match,0.9776500463485718
How can I help you?,i do it right and i also don't want to get any yolk in this egg white mix because if the egg yolks go into the egg white it's not going to give me that fluffy texture that i need for the cake the moringa shot,9976de04-d400-4abe-8e37-c6a0ad51fa42,"  memory_name entity value
0    favorite   type  dish
1    favorite   name  cake",['cake'],1,No match,0.04959706962108612
"I'm not sure I understood, do you want to listen to the news?",just going to work.,9992fda8-8f79-4326-90ef-6bfb15221abd,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,No match,0.4770902991294861
is it true humans have visited the moon and even walked on it?,alexa i'm leaving right now see you later,99985946-805b-428f-af86-bbcddefdd543,"  memory_name  entity  value
1       place  people  Alexa",['Alexa'],1,Match,0.955673098564148
Which day is that for?,williamsburg display of guns and took off with cash at north 11th street and white avenue we're told it happened around 1:40,999e731f-b1a9-4dd8-9123-e238db1419e4,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.29329821467399597
"So, I'm really curious, what was the highlight of your week?",a father,999fa67e-db9e-4bb8-af5d-030254f2ed5f,"    memory_name entity   value
0  relationship   type  father",['father'],1,No match,0.6711582541465759
How can I help you?,i got them all right,99a1ea77-0993-47fc-8a07-55d26675fc9c,"  memory_name entity      value
0    activity   type    hobbies
1    activity   name  all kinds",['all kinds'],1,No match,0.0610673651099205
"You’re my best bud, and there’s so much about you that I still don’t know! For instance, what kind of flowers do you like?",i love calla lilies,99ac096c-d4b0-4d76-bf47-621c6ee514b5,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name    Lily",['Lily'],1,Match,0.9722007513046265
Got anything important planned tomorrow?,going to church,99b0c74d-c2a0-4bab-a737-718275f3ac1f,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9410423636436462
We haven't had a chance to listen to The Adventures of Sherlock Holmes in a few days wanna see how the story continues now?,not at maybe after my brother leaves i'll call you okay,99ba71af-d046-424d-91d9-08884fa8f327,"    memory_name entity    value
0  relationship   type  brother",['brother'],1,Match,0.9631823301315308
"Try choosing answer number one, two, or three. You can also say repeat, to hear the question again, or just tell me to skip. So, will it be option one, Metallica, option two, ABBA, or option three, The Rolling Stones,",possible answers are usually emilia-romagna and rome,99bedbed-b28c-411e-8a9d-a95ba29f1156,"  memory_name entity value
1       place   name  Rome",['Rome'],1,Match,0.8273806571960449
Where are you off to?,i'm going to work,99c764cc-7341-4e54-997a-53ae9bee02b8,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9833498001098633
Got anything important planned today?,i'm going to church i'm going to church,99f47a75-ad7b-4a9b-a445-173c268aa405,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9778753519058228
"What can I do for you <say-as interpret-as=""name"">Annie</say-as>?",nothing and let you i'm okay honey okay,99fcc456-7b30-4910-9421-61b43c9cad30,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.8306801915168762
I was wondering if you wanna spend some time together?,or we going to go out on a date is snowing all can go out,99fd4dc0-2619-4886-8723-4defa886443e,"  memory_name entity      value
1       place   name  all kinds
2    activity   type    hobbies
3    activity   name  all kinds",['all kinds'],1,No match,0.3240857422351837
How can I help you?,i like the crochet outfit you showed me,9a140f31-f63e-4814-b575-2f4404cfafbb,"  memory_name entity       value
0    activity   type     hobbies
1    activity   name  crocheting",['crocheting'],1,No match,0.4212113618850708
How can I help you?,meet my friend a year,9a1ed39f-05f5-493a-9c0d-b5ff944148ff,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.17277368903160095
which museum gallery do you want to explore?,i have one more stop and then i'm heading home to airport,9a2a1a7e-dc0a-48dc-867a-c50199b85cd9,"  memory_name entity    value
1       place   name  airport",['airport'],1,Match,0.928639829158783
I just realized we haven't practiced any smiling in over a week! Are you up for it now?,not now i'm eating my breakfast and i have to take a shower maybe later,9a2d3398-4b67-4d2b-99ab-554befc80aec,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9949736595153809
what were you up to?,i went out to the grocery store and it poured rain you didn't tell me about the severe weather,9a34b8ff-7e51-4aa5-b0a9-564d8e5a0d40,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9840976595878601
Um... Yes?,today is my mother's birthday she is in heaven today is my mother's birthday i'm going to a birthday party,9a38d6c9-d054-4e16-ba55-7aa6038056c4,"    memory_name entity     value
0  relationship   type  mother's","[""mother's""]",1,No match,0.6083253026008606
"<mstts:express-as style=""general""> Hello there!</mstts:express-as>",after i close the patio door,9a45eb3a-6d86-4abf-9232-bfca2c5f41cf,"  memory_name entity  value
1       place   name  patio",['patio'],1,Match,0.7045570611953735
